Company,ID,Domain,Proposition,,,,,,,,,,,,
Bombay Shirt Company,bombayshirts,Men's Fashion,Custom tailored shirts for modern professionals,,,,,,,,,,,,
Neeman�s,neemansofficial,Footwear,Sustainable merino wool comfortable footwear,,,,,,,,,,,,
Mokobara,mokobara,Travel & Luggage,Premium design-led luggage for travelers,,,,,,,,,,,,
GIVA,giva.co,Jewelry,Affordable silver jewellery for everyday wear,,,,,,,,,,,,
Wakefit,wakefitco,Mattress,Affordable sleep products direct-to-consumer,,,,,,,,,,,,
The Sleep Company,thesleepcompany_official,Mattress,SmartGRID technology mattresses for comfort,,,,,,,,,,,,
Duroflex,duroflexworld,Mattress,Orthopedic mattresses and sleep solutions,,,,,,,,,,,,
Heads Up For Tails,headsupfortails,Pet Care,Premium pet products and services,,,,,,,,,,,,
boAt,boat.nirvana,Lifestyle Electronics,Youth-focused audio and wearable gadgets,,,,,,,,,,,,
Noise,gonoise,Lifestyle Electronics,Affordable smartwatches and audio wearables,,,,,,,,,,,,
Lux,luxindia,Soap & Body Wash,iconic fragrance soap for smooth and glowing skin,,,,,,,,,,,,
Dove,doveindia,Soap & Body Wash,moisturising body care with 1/4 moisturising cream,,,,,,,,,,,,
Lifebuoy,lifebuoyindia,Soap & Body Wash,germ protection soap for family hygiene and health,,,,,,,,,,,,
Dettol,dettol_india,Soap & Body Wash,antibacterial protection for skin and household hygiene,,,,,,,,,,,,
Pears,pearsskincare,Soap & Body Wash,gentle glycerin soap for transparent soft skin,,,,,,,,,,,,
Vaseline,vaselineindia,Soap & Body Wash,healing moisturiser for dry and damaged skin,,,,,,,,,,,,
Pond's India,pondsindia,Soap & Body Wash,brightening and anti-ageing skincare for Indian women,,,,,,,,,,,,
Santoor,santoor,Soap & Body Wash,sandalwood and turmeric soap for youthful glowing skin,,,,,,,,,,,,
Medimix,medimixsoap,Soap & Body Wash,ayurvedic medicated soap for skin problems and pimples,,,,,,,,,,,,
Cinthol,cinthol,Soap & Body Wash,active freshness deodorant soap for confident skin,,,,,,,,,,,,
Hamam,hamamsoap,Soap & Body Wash,natural ingredients soap for soft and safe family skin,,,,,,,,,,,,
Godrej No.1,godrejno1soap,Soap & Body Wash,natural ingredients soap at affordable price for all,,,,,,,,,,,,
Palmolive India,palmoliveindia,Soap & Body Wash,natural inspired body wash and soap for gentle cleansing,,,,,,,,,,,,
Fiama,fiamaindia,Soap & Body Wash,premium botanical body wash and soap by ITC,,,,,,,,,,,,
Savlon,savlonhealthplus,Soap & Body Wash,antiseptic skin care for everyday germ protection,,,,,,,,,,,,
Koparo,koparonatural,Soap & Body Wash,plant based natural home and personal care essentials,,,,,,,,,,,,
The Better Home,thebetterhome,Soap & Body Wash,toxic free sustainable home cleaning and care products,,,,,,,,,,,,
Bombay Shaving Company,bombayshavingcompany,Men's Grooming,premium shaving and grooming kits for modern Indian men,,,,,,,,,,,,
Beardo,beardo_india,Men's Grooming,beard care and grooming products for the bearded man,,,,,,,,,,,,
Gillette India,gilletteindia,Men's Grooming,world's best razor and shaving system for a precise shave,,,,,,,,,,,,
Old Spice India,oldspiceindia,Men's Grooming,classic masculine fragrance and grooming for confident men,,,,,,,,,,,,
Set Wet,setwet,Men's Grooming,affordable hair styling and deodorant for young Indian men,,,,,,,,,,,,
Wildstone,wildstone.official,Men's Grooming,bold masculine fragrance deodorant and body spray,,,,,,,,,,,,
Denver India,denverindia,Men's Grooming,premium men's grooming and fragrance at accessible price,,,,,,,,,,,,
Brut India,brutindia,Men's Grooming,classic masculine deodorant and fragrance for men,,,,,,,,,,,,
Ustraa,ustraa,Men's Grooming,no nonsense grooming products built for real Indian men,,,,,,,,,,,,
Bombay Perfumery,bombayperfumery,Men's Grooming,artisan Indian perfumes and fragrances inspired by Mumbai,,,,,,,,,,,,
Skinn by Titan,skinntitan,Men's Grooming,affordable luxury perfumes and fragrances by Titan,,,,,,,,,,,,
Sunsilk India,sunsilkindia,Hair Care,salon inspired haircare with kerasilk for stronger hair,,,,,,,,,,,,
Garnier India,garnierindia,Hair Care,natural ingredient hair and skin care for everyday use,,,,,,,,,,,,
Dove Hair India,dovehairin,Hair Care,intensive moisture haircare for silky and smooth hair,,,,,,,,,,,,
Livon,livon_india,Hair Care,serum based hair care for frizz free smooth hair finish,,,,,,,,,,,,
Vatika,vatikahairoil,Hair Care,natural enriched hair oil and care for strong healthy hair,,,,,,,,,,,,
Nihar Naturals,niharnaturals,Hair Care,coconut oil enriched haircare for strong and shiny hair,,,,,,,,,,,,
Wella India,wellaindia,Hair Care,professional hair colour and care trusted by salons globally,,,,,,,,,,,,
Fogg,fogg_world,Deodorant & Fragrance,long lasting body spray and perfume at everyday price,,,,,,,,,,,,
Axe India,axeindia,Deodorant & Fragrance,magnetic body spray and grooming for young men,,,,,,,,,,,,
Engage,engage_deo,Deodorant & Fragrance,couple centric pocket perfume for young India by ITC,,,,,,,,,,,,
Layer'r Shot,layrrshot,Deodorant & Fragrance,budget pocket perfume for everyday freshness on the go,,,,,,,,,,,,
Yardley India,yardleyindia,Deodorant & Fragrance,classic English floral fragrance and talc for women,,,,,,,,,,,,
Davidoff India,davidoffindia,Deodorant & Fragrance,premium imported masculine fragrance for aspirational men,,,,,,,,,,,,
Nivea India,niveaindia,Science Skincare,dermatologist tested moisturising skincare for everyday protection,,,,,,,,,,,,
Olay India,olayindia,Science Skincare,age defying skincare with regenerist and vitamin C technology,,,,,,,,,,,,
Glow & Lovely,glowandlovely,Science Skincare,skin brightening and nourishing care for confident women,,,,,,,,,,,,
Boroplus,boroplus,Science Skincare,antiseptic cream and skin protection for everyday healing,,,,,,,,,,,,
Navratna,navratnaindia,Science Skincare,cool oil and talc for heat relief and relaxation,,,,,,,,,,,,
Vivel,vivelindia,Science Skincare,nourishing soap and skincare range by ITC,,,,,,,,,,,,
Vicco,viccoindia,Science Skincare,turmeric based herbal cream for natural skin glow,,,,,,,,,,,,
Biotique India,biotique_world,Natural Skincare,bio botanical skincare with certified organic ingredients,,,,,,,,,,,,
Mismatch,mismatch.in,Makeup,bold indie makeup for Gen Z with unconventional finishes,,,,,,,,,,,,
Elle 18,elle18cosmetics,Makeup,first makeup for young girls with fun bold colours,,,,,,,,,,,,
Rimmel India,rimmelindia,Makeup,London inspired edgy makeup for bold looks,,,,,,,,,,,,
Lotus Makeup,lotusmakeupindia,Makeup,natural ingredient based makeup for Indian skin tones,,,,,,,,,,,,
Coloressence,coloressence,Makeup,professional grade makeup for salon and everyday use,,,,,,,,,,,,
Bla Bli Blue,blabliblue,Makeup,playful colour cosmetics for experimental makeup lovers,,,,,,,,,,,,
Vim,vimindia,Home Cleaning,dishwash gel and bar for tough grease removal,,,,,,,,,,,,
Harpic,harpicindia,Home Cleaning,powerful toilet cleaner for complete germ protection,,,,,,,,,,,,
Lizol,lizolindia,Home Cleaning,floor cleaner with disinfectant for a hygienic home,,,,,,,,,,,,
Colin,colinindia,Home Cleaning,glass and surface cleaner for sparkling home surfaces,,,,,,,,,,,,
Nimyle,nimyle,Home Cleaning,neem based natural floor cleaner safe for kids and pets,,,,,,,,,,,,
Exo,exodishwash,Home Cleaning,dishwash bar and gel for tough Indian kitchen grease,,,,,,,,,,,,
Haldiram's,haldirams.official,FMCG Snacks,India's largest snack brand for traditional namkeens and sweets,,,,,,,,,,,,
Saffola,saffolaindia,FMCG Snacks,heart healthy edible oil and functional foods by Marico,,,,,,,,,,,,
Bournvita,bournvitaindia,FMCG Snacks,chocolate malt drink for energy and immunity for kids,,,,,,,,,,,,
Horlicks,horlicksindia,FMCG Snacks,nutritional drink for taller stronger sharper growth in kids,,,,,,,,,,,,
Complan,complanindia,FMCG Snacks,complete planned nutrition drink for children's growth,,,,,,,,,,,,
Tata Salt,tatasalt,FMCG Snacks,India's most trusted iodised salt for healthy nutrition,,,,,,,,,,,,
MDH Masala,mdhmasalaindia,FMCG Snacks,authentic Indian spice blends trusted for generations,,,,,,,,,,,,
Everest Masala,everestmasala,FMCG Snacks,pure aromatic spices for authentic Indian home cooking,,,,,,,,,,,,
Catch Spices,catchspices,FMCG Snacks,premium spices and seasonings for modern Indian kitchens,,,,,,,,,,,,
Myntra,myntra,eCommerce,India's largest fashion and lifestyle ecommerce destination,,,,,,,,,,,,
Meesho,meesho_app,eCommerce,social commerce platform enabling India's small businesses,,,,,,,,,,,,
AJIO,ajiolife,eCommerce,fashion forward curated shopping platform by Reliance,,,,,,,,,,,,
Tata CLiQ,tatacliq,eCommerce,premium trusted ecommerce for electronics and fashion by TATA,,,,,,,,,,,,
JioMart,jiomart,eCommerce,hyperlocal grocery and essentials delivery by Reliance,,,,,,,,,,,,
Nua Woman,nuawoman,Women's Wellness,period care and women's wellness subscription brand,,,,,,,,,,,,
WPP India,wpp,Media & Advertising,world's largest advertising and marketing services group,,,,,,,,,,,,
GroupM India,groupmindia,Media & Advertising,world's leading media investment and planning company,,,,,,,,,,,,
Mullen Lowe Lintas,mullenlowelintasindia,Media & Advertising,India's top creative advertising and brand building agency,,,,,,,,,,,,
Ogilvy India,ogilvyindia,Media & Advertising,iconic creative agency building brands through big ideas,,,,,,,,,,,,
DDB Mudra,ddbmudra,Media & Advertising,integrated creative agency for brand and digital campaigns,,,,,,,,,,,,
JWT India,jwtindia,Media & Advertising,full service creative agency for brand communication strategy,,,,,,,,,,,,
Havas India,havasindia,Media & Advertising,integrated communications group for meaningful brand content,,,,,,,,,,,,
Publicis India,publicis_india,Media & Advertising,creative and digital solutions for brand transformation,,,,,,,,,,,,
SquadStack,squadstack,Sales Tech,AI powered inside sales and voice agent platform for D2C brands,,,,,,,,,,,,
AU Small Finance Bank,aubankindia,BFSI,digital first banking with premium service for aspirational India,,,,,,,,,,,,
1DigitalStack,1digitalstack,Growth Agency,full stack D2C growth and performance marketing agency,,,,,,,,,,,,
HUL,hindustan_unilever,FMCG Conglomerate,India's largest FMCG company across home beauty and food,,,,,,,,,,,,
USV Pharma,usvpharma,Pharma,India's pioneer in insulin and diabetes care pharma,,,,,,,,,,,,
Ozone Group,ozonegrouppharma,Pharma & Personal Care,pharma backed personal care and hygiene brand house,,,,,,,,,,,,
Cult.fit,curefit,Health & Fitness,fitness studio gym and wellness app for active urban India,,,,,,,,,,,,
